cycle,t_read_ms,t_lane_ms,t_sign_ms,t_control_ms,latency_ms
101,0.20642700019379845,3.4118519997718977,0.01516700012871297,0.008759000138525153,3.6422050002329343
102,0.20913100024699816,3.4805189998223796,0.016537000192329288,0.008314999831782188,3.714502000093489
103,0.3486870000415365,4.042614999889338,0.04344499984654249,0.028963000204385025,4.463709999981802
104,0.22359400009008823,3.4718520000751596,0.01624100013941643,0.007869999990361976,3.7195570002950262
105,0.32351999971069745,3.5634639998534112,0.0165190003826865,0.008536999757779995,3.912039999704575
106,0.22903799981577322,3.4270189999006107,0.01633300007597427,0.007482000000891276,3.6798719997932494
107,0.2171860000999004,3.4253150001859467,0.018758999885903904,0.008982000053947559,3.6702420002256986
108,0.16927899969232385,3.4933890001411783,0.02012999993894482,0.009222000244335504,3.6920200000167824
109,0.21613099988826434,3.4597970002323564,0.01633300007597427,0.009500000032858225,3.701761000229453
110,0.24779700015642447,3.4834819998650346,0.015130000065255444,0.007980999725987203,3.7543899998127017
111,0.13596399958260008,3.3754260002751835,0.013721999948757002,0.007426000138366362,3.532537999944907
112,0.2067420000457787,3.476259000308346,0.01459299983253004,0.00811100017017452,3.7057050003568293
113,0.16861199992490583,3.4940559999085963,0.01650000012887176,0.010221999673376558,3.6893899996357504
114,0.261908999618754,3.4833710001294094,0.018740000086836517,0.007666999863431556,3.7716869996984315
115,0.1932230002239521,3.538685999956215,0.018240999906993238,0.007908000043244101,3.7580580001304043
116,0.17340800013698754,3.480611999748362,0.017611000203032745,0.008630000138509786,3.680261000226892
117,0.2056309999716177,3.4714819998953317,0.01677799991739448,0.009407000106875785,3.7032979998912197
118,0.3442610000092827,3.866707000270253,0.02253699994980707,0.012814999990951037,4.246320000220294
119,0.21296500017342623,3.4512399997765897,0.014945000202715164,0.007795999863446923,3.686946000016178
120,0.1924829998642963,3.53316700011419,0.014723000276717357,0.008573999821237521,3.7489470000764413
121,0.17746399998941342,3.3941670003514446,0.011962999906245386,0.007481000011466676,3.59107500025857
122,0.20626100013032556,3.4769069998219493,0.018723000266618328,0.00716600015948643,3.7090570003783796
123,0.3320759997222922,3.9681510002083087,0.052538000090862624,0.022554999759449856,4.375319999780913
124,0.21568700003626873,3.521240999816655,0.01890800012915861,0.009185000180877978,3.7650210001629603
125,0.19274099986432702,5.699586999980966,0.01898099981190171,0.008630000138509786,5.919938999795704
126,0.16009299997676862,3.3960370001295814,0.015686000097048236,0.007813999673089711,3.579629999876488
127,0.21207600002526306,3.449406999607163,0.018500000351195922,0.008982000053947559,3.6889650000375696
128,0.1754270001583791,3.5569080000641407,0.02433400004520081,0.008147999778884696,3.7648170000466052
129,0.22018599975126563,3.4572230001685966,0.01916700011861394,0.008573999821237521,3.7051499998597137
